cluster_id,varietas,date,evi,ndvi
337423992,Srinuk,2026-07-16,0.15184774357511335,0.32219779509377766
337423992,Srinuk,2026-07-21,0.16446053748389325,0.3666685665228281
337423992,Srinuk,2026-07-26,0.17659675841590008,0.39191300861806755
337423992,Srinuk,2026-07-31,0.21541325393390942,0.42626842245998153
337423992,Srinuk,2026-08-02,0.2317924495023417,0.5058963744037123
337423992,Srinuk,2026-08-05,0.27206806246056614,0.5590021211698831
337423992,Srinuk,2026-08-10,0.29929866471204414,0.5702105591814202
337423992,Srinuk,2026-08-15,0.36380015888127937,0.6468083481472658
337423992,Srinuk,2026-08-20,0.026256124200074966,-0.004928174722485289
337423992,Srinuk,2026-08-25,0.4801813012146088,0.7593592943915402
337423992,Srinuk,2026-08-30,0.5434146422937692,0.7222505276461682
337423992,Srinuk,2026-09-04,0.5034725245941116,0.6953994807708694
1544156028,Srinuk,2026-03-03,0.23964874895222216,0.39521532353148403
1544156028,Srinuk,2026-03-08,0.4451075562511582,0.12531348228095526
1544156028,Srinuk,2026-03-13,0.2902758406946458,0.5130529453955501
1544156028,Srinuk,2026-03-15,0.1308981472828302,0.39507017904017344
1544156028,Srinuk,2026-03-18,0.2581139854997037,0.513153713151633
1544156028,Srinuk,2026-03-23,0.3426322888538062,0.5985866526523268
1544156028,Srinuk,2026-03-28,0.1354739888604865,0.44891545643289404
1544156028,Srinuk,2026-04-02,0.5000410365412035,0.1416409605418343
1544156028,Srinuk,2026-04-04,0.627642273543829,0.3058124229491475
1544156028,Srinuk,2026-04-07,0.44556291868169623,0.7092185821159777
1544156028,Srinuk,2026-04-12,0.43917354977274514,0.7604892752974867
1544156028,Srinuk,2026-04-17,0.501596967139876,0.6924088220280337
1544156028,Srinuk,2026-04-22,0.1804438570895827,0.0737285990133343
1544156028,Srinuk,2026-04-24,0.4614328142390194,0.7214466685272125
1544156028,Srinuk,2026-04-27,0.3471126306846917,0.545281992260232
1544156028,Srinuk,2026-05-02,0.12352541816162776,0.6318274736404419
1544156028,Srinuk,2026-05-07,0.4264298463801304,0.6616847267351955
1544156028,Srinuk,2026-05-12,0.38517185578863306,0.5678147117057478
1544156028,Srinuk,2026-05-14,0.34950522916862764,0.546805816960622
1544156028,Srinuk,2026-05-17,0.433726851660085,0.5618449431585978
1544156028,Srinuk,2026-05-22,-0.0028864279142524823,-0.007262043246763747
1544156028,Srinuk,2026-05-27,0.2887469370322055,0.44150767484343195
1544156028,Srinuk,2026-06-01,0.23830874731023627,0.4142908805824188
1544156028,Srinuk,2026-06-03,0.24945716685559377,0.4280015176319214
1544156028,Srinuk,2026-06-06,0.26974564867026835,0.10688673072012074
1544156028,Srinuk,2026-06-11,0.2730309932705868,0.4610162309135299
1544156028,Srinuk,2026-06-16,0.3412341836346201,0.4236205220222473
1544156028,Srinuk,2026-06-21,0.2978836612170001,0.4725536542484559
1544156028,Srinuk,2026-06-23,0.20094790366893434,-0.009177317329141009
1544156028,Srinuk,2026-06-26,0.3061084679092269,0.5082543068621532
1544156028,Srinuk,2026-07-01,0.2848859007459089,0.5079763178006712
1544156028,Srinuk,2026-07-06,0.18051774916519603,0.3437397271753794
1544156028,Srinuk,2026-07-11,0.13085249946059951,0.2643717951085194
1544156028,Srinuk,2026-07-13,0.11357106167980167,0.2310930647135499
1544156028,Srinuk,2026-07-16,0.12993834939706755,0.23755153232669257
1544156028,Srinuk,2026-07-21,0.1373387789690351,0.27479258682354385
1544156028,Srinuk,2026-07-26,0.12737809040819306,0.2492046827472836
1544156028,Srinuk,2026-07-31,0.16047930533447896,0.3027034925229578
1544156028,Srinuk,2026-08-02,0.18888144150196787,0.3868069113737129
1544156028,Srinuk,2026-08-05,0.22664800160620585,0.4512632002672517
1544156028,Srinuk,2026-08-10,0.2110448460801538,0.430513939045998
1544156028,Srinuk,2026-08-15,0.25192573181836003,0.4930849157902132
1544156028,Srinuk,2026-08-20,0.04653663736633418,-0.008908142947682308
1544156028,Srinuk,2026-08-25,0.39936437430870103,0.6681950248508568
1544156028,Srinuk,2026-08-30,0.4059379502951381,0.6370253778365721
1544156028,Srinuk,2026-09-04,0.48979926647910155,0.6507522499704935
